,JobTitle,Year,TotalPay,TotalPay,TotalPay,TotalPay,TotalPay,TotalPay,TotalPay
232,Apprentice Stationary Engineer,2012,568808.37,52172.93,81615.12,63200.93,8968.41821074095,52172.93,62721.45
233,Apprentice Stationary Engineer,2013,677504.72,58562.97,93704.09,75278.30222222222,9796.950379963619,58562.97,73807.5
234,Apprentice Stationary Engineer,2014,710921.3200000001,48864.0,103391.77,78991.25777777779,16490.391418322048,48864.0,75493.41
235,"Aprntc Statnry Eng, Sew Plant",2012,944722.3200000001,9618.69,92227.88,62981.488000000005,25809.015656598476,9618.69,71758.35
236,"Aprntc Statnry Eng, Sew Plant",2013,1044480.5599999999,9814.22,105387.66,74605.75428571428,25141.80570542302,9814.22,77588.5
237,"Aprntc Statnry Eng, Sew Plant",2014,651881.13,10027.7,96877.68,59261.920909090906,31703.347465162868,10027.7,71261.68
238,"AprntcStatnry Eng,WtrTreatPlnt",2012,309925.70999999996,69084.23,85770.76,77481.42749999999,6912.051298948208,69084.23,77535.36
239,"AprntcStatnry Eng,WtrTreatPlnt",2013,313430.01,39610.51,99061.08,78357.5025,26583.421401407766,39610.51,87379.20999999999
240,"AprntcStatnry Eng,WtrTreatPlnt",2014,232150.37,33433.17,101317.13,77383.45666666667,38112.42072241717,33433.17,97400.07
241,Aquatics Facility Asst Supv,2012,336511.42,8494.3,53684.56,37390.15777777778,15603.662468990076,8494.3,37649.28
242,Aquatics Facility Asst Supv,2013,438797.96,18571.52,57019.19,48755.32888888889,11873.105612024438,18571.52,49939.29
243,Aquatics Facility Asst Supv,2014,417784.36,19880.72,58083.35,46420.484444444446,14333.655659985268,19880.72,51127.95
244,Aquatics Facility Supervisor,2012,557441.52,68772.9,72602.88,69680.19,1214.4747392891497,68772.9,69264.1
245,Aquatics Facility Supervisor,2013,594903.98,73802.74,74872.65,74362.9975,381.431156070693,73802.74,74335.61
246,Aquatics Facility Supervisor,2014,513996.25,71884.18,74330.5,73428.03571428571,795.6474990609307,71884.18,73413.16
247,Arborist Technician,2012,1750192.0,49322.16,80808.63,70007.68,9059.028134399498,49322.16,73068.97
248,Arborist Technician,2013,1690674.91,3555.51,97804.56,65025.958076923074,26823.323438033844,3555.51,75093.62
249,Arborist Technician,2014,1645882.45,0.0,94272.41,68578.43541666666,25587.114279553323,0.0,80143.905
250,Arborist Technician Supervisor,2012,617881.83,84464.16,97568.07,88268.83285714286,4692.779897106887,84464.16,87462.65
251,Arborist Technician Supervisor,2013,762024.25,87671.1,107464.48,95253.03125,6473.5200621442345,87671.1,95282.735
252,Arborist Technician Supervisor,2014,703180.81,11085.7,114076.27,87897.60125,32120.561615084524,11085.7,93491.92
253,Arborist Technician Supv II,2012,86887.03,86887.03,86887.03,86887.03,,86887.03,86887.03
254,Arborist Technician Supv II,2013,94700.58,94700.58,94700.58,94700.58,,94700.58,94700.58
255,Arborist Technician Supv II,2014,93156.08,93156.08,93156.08,93156.08,,93156.08,93156.08
256,Architect,2012,1520592.43,17337.2,160953.04,116968.64846153845,32206.388586925015,123747.05,123747.05
257,Architect,2013,1549093.09,2563.06,138017.07,119161.00692307693,36670.55432122468,2563.06,132401.53
258,Architect,2014,1610216.02,36578.75,139286.33,115015.43000000001,32973.214469725164,131071.04,131071.04
259,Architectural Administrator,2012,435736.80000000005,108877.6,108953.1,108934.20000000001,37.733340694938384,108953.05,108953.05
260,Architectural Administrator,2013,432338.4,75736.09,123358.46,108084.6,21798.23186463373,75736.09,116621.925
261,Architectural Administrator,2014,344578.95999999996,113236.01,115892.87,114859.65333333332,1423.439145672674,113236.01,115450.08
262,Architectural Assistant 1,2012,478302.88,40280.77,72722.0,59787.86,9524.976162108906,40280.77,60510.175
263,Architectural Assistant 1,2013,769322.1799999999,10961.8,87180.31,54951.58428571428,20620.38191767468,10961.8,60796.645
264,Architectural Assistant 1,2014,810599.88,50864.84,82246.99,62353.836923076924,8567.768444028452,50864.84,63967.5
265,Architectural Assistant 2,2012,1123615.9,29055.52,80171.07,66095.05294117646,18669.547238446477,80171.03,76007.33
266,Architectural Assistant 2,2013,1251906.89,1349.79,103577.53,69550.38277777778,30748.560905088536,1349.79,83835.20999999999
267,Architectural Assistant 2,2014,1055696.86,1838.9,121388.02,70379.79066666667,31024.842587003557,84898.01,84414.13
268,Architectural Associate 1,2012,1039318.29,42768.9,161265.04,94483.48090909091,27441.29275496781,42768.9,91936.11
269,Architectural Associate 1,2013,1178401.14,96693.0,172210.5,107127.37636363636,22798.177281314947,98339.53,98339.55
270,Architectural Associate 1,2014,1416249.18,56333.7,192997.21,101160.6557142857,32318.20252881165,97333.01,97333.025
271,Architectural Associate 2,2012,1889537.6,33788.05,143079.42,104974.31111111112,20584.949865105154,106912.0,106912.07500000001
272,Architectural Associate 2,2013,1995255.2,5061.6,151448.15,110847.5111111111,28775.895906216352,114386.03,114386.03
273,Architectural Associate 2,2014,2074224.6,89030.18,152526.13,115234.70000000001,14384.89127583317,113209.04,113209.045
274,"Area Sprv Parks, Squares & Fac",2012,94496.46,94496.46,94496.46,94496.46,,94496.46,94496.46
275,"Area Sprv Parks, Squares & Fac",2013,93935.2,93935.2,93935.2,93935.2,,93935.2,93935.2
276,"Area Sprv Parks, Squares & Fac",2014,93143.45,93143.45,93143.45,93143.45,,93143.45,93143.45
277,Arts Program Assistant,2012,408244.82,7074.71,64622.52,31403.447692307695,23224.185462466405,7074.71,16832.0
278,Arts Program Assistant,2013,500958.61,2682.6,71328.9,50095.861,21014.0240996808,2682.6,57804.104999999996
279,Arts Program Assistant,2014,469842.39999999997,13746.6,70461.67,46984.24,21923.18946419876,13746.6,54874.384999999995
280,Asphalt Finisher,2012,705134.0,25730.32,70494.75,54241.07692307692,15051.479212997292,25730.32,53411.23
281,Asphalt Finisher,2013,700826.89,40684.1,76772.07,63711.535454545454,11992.131038034368,40684.1,63842.2
282,Asphalt Finisher,2014,626376.72,0.0,75761.77,52198.06,23348.773543625175,0.0,62427.5
283,Asphalt Finisher Supervisor 1,2012,687346.96,13046.72,92891.59,76371.88444444444,24362.42844738292,13046.72,82457.83
284,Asphalt Finisher Supervisor 1,2013,779273.1900000001,572.42,124228.19,77927.319,35935.79009146064,572.42,89593.255
285,Asphalt Finisher Supervisor 1,2014,702996.41,17235.24,117383.8,87874.55125,32444.081943512963,17235.24,97740.93
286,Asphalt Plant Supervisor 1,2012,97806.77,97806.77,97806.77,97806.77,,97806.77,97806.77
287,Asphalt Plant Supervisor 1,2013,103112.05,103112.05,103112.05,103112.05,,103112.05,103112.05
288,Asphalt Plant Supervisor 1,2014,99048.31,99048.31,99048.31,99048.31,,99048.31,99048.31
289,Asphalt Worker,2012,892604.84,15674.01,70805.55,46979.20210526315,17045.16342350149,15674.01,47919.23
290,Asphalt Worker,2013,1026382.4,0.0,76628.45,48875.35238095238,22794.67175213034,0.0,58457.63
291,Asphalt Worker,2014,976521.36,1293.6,75454.87,51395.861052631575,24403.385275885586,1293.6,62225.11
292,Assessment Clerk,2012,699863.26,3473.94,53538.54,33326.821904761906,16724.066218853783,45709.0,42583.5
293,Assessment Clerk,2013,187828.85,4951.69,57186.02,37565.770000000004,20529.849123852568,4951.69,44386.5
294,Assessment Clerk,2014,56817.01,56817.01,56817.01,56817.01,,56817.01,56817.01
295,Assessor,2012,166009.51,166009.51,166009.51,166009.51,,166009.51,166009.51
296,Assessor,2013,167345.09,167345.09,167345.09,167345.09,,167345.09,167345.09
297,Assessor,2014,179759.92,179759.92,179759.92,179759.92,,179759.92,179759.92
298,Assessor-Recorder Office Spec,2012,461196.56,52914.52,60001.53,57649.57,2383.129555095871,52914.52,58216.57
299,Assessor-Recorder Office Spec,2013,662401.83,48564.89,68067.5,60218.348181818175,6957.608124126883,48564.89,63543.44
300,Assessor-Recorder Office Spec,2014,751978.75,19990.0,63036.07,53712.767857142855,13082.94106614892,19990.0,57488.715
301,Assistant Chief Attorney 1,2012,3865410.44,62600.15,194234.5,175700.47454545455,36311.438751212074,190250.02,190250.02
302,Assistant Chief Attorney 1,2013,4458226.03,48750.0,204675.09,185759.4179166667,46230.41629449186,204674.56,204674.535
303,Assistant Chief Attorney 1,2014,4704531.07,62526.57,204422.1,188181.2428,40227.9589828037,202546.02,202546.02
304,Assistant Chief Attorney 2,2012,1237346.16,56217.65,199746.97,176763.73714285714,53267.20261329752,56217.65,196175.06
305,Assistant Chief Attorney 2,2013,1287365.47,213179.38,214837.51,214560.91166666665,676.8095700687711,213179.38,214837.03499999997
306,Assistant Chief Attorney 2,2014,1063780.71,212610.04,213278.01,212756.142,292.98515307094954,212610.06,212610.06
307,Assistant Const Inspector,2012,821666.45,34180.9,90567.42,63205.11153846153,19231.988789272356,34180.9,66633.42
308,Assistant Const Inspector,2013,1195950.01,3846.83,98205.18,59797.5005,31649.427150055624,3846.83,75281.3
309,Assistant Const Inspector,2014,1539495.55,12915.79,97347.73,73309.31190476191,21576.289887488674,12915.79,79771.39
310,Assistant Cook,2012,143528.01,4860.32,59379.26,20504.00142857143,22921.019321780775,4860.32,8345.19
311,Assistant Cook,2013,135875.79,7942.3,63747.24,33968.9475,27943.918094284694,7942.3,32093.125
312,Assistant Cook,2014,198538.16999999998,10046.2,62103.38,33089.695,24508.123043935248,10046.2,30608.03
313,Assistant Counselor,2012,249349.25,50910.64,66707.49,62337.3125,7628.320436004138,50910.64,65865.56
314,Assistant Counselor,2013,220691.84000000003,70822.05,78472.96,73563.94666666667,4261.032966574344,70822.05,71396.83
315,Assistant Counselor,2014,241156.40999999997,74486.68,88781.31,80385.46999999999,7467.299092449687,74486.68,77888.42
316,Assistant Deputy Chief 2,2012,1331232.03,184534.66,327689.78,266246.406,54747.73812859836,184534.66,281442.58
317,Assistant Deputy Chief 2,2013,1357804.88,253601.86,326376.37,271560.97599999997,31009.918071596538,253601.86,259102.26
318,Assistant Deputy Chief 2,2014,249505.88,249505.88,249505.88,249505.88,,249505.88,249505.88
319,"Assistant Director, Probate",2012,40918.51,40918.51,40918.51,40918.51,,40918.51,40918.51
320,"Assistant Director, Probate",2013,117744.74,117744.74,117744.74,117744.74,,117744.74,117744.74
321,Assistant Health Educator,2012,503236.38,36938.0,75685.01,62904.5475,16786.404078945845,74165.04,74165.03
322,Assistant Health Educator,2013,549520.28,39669.87,81201.94,68690.035,16670.528333657745,39669.87,78888.025
323,Assistant Health Educator,2014,532469.65,39262.03,81152.26,66558.70625,17872.03239266547,39262.03,78486.715
324,Assistant Industrial Hygienist,2012,81770.0,81770.0,81770.0,81770.0,,81770.0,81770.0
325,Assistant Industrial Hygienist,2013,87477.04,87477.04,87477.04,87477.04,,87477.04,87477.04
326,Assistant Industrial Hygienist,2014,86560.01,86560.01,86560.01,86560.01,,86560.01,86560.01
327,Assistant Inspector,2012,179345.02,179345.02,179345.02,179345.02,,179345.02,179345.02
328,Assistant Inspector,2013,198332.34,198332.34,198332.34,198332.34,,198332.34,198332.34
329,Assistant Inspector 2,2012,639340.48,147133.3,172777.45,159835.12,11274.823769836352,147133.3,159714.865
330,Assistant Inspector 2,2013,175651.45,175651.45,175651.45,175651.45,,175651.45,175651.45
331,Assistant Inspector 3,2012,1766997.32,142982.38,191849.31,160636.12,17154.55304082622,142982.38,151384.8
332,Assistant Inspector 3,2013,596408.95,162780.48,244886.86,198802.9833333333,41967.699891590826,162780.48,188741.61
333,Assistant Inspector 3,2014,510954.62,153745.87,190961.12,170318.20666666667,18938.608817440454,153745.87,166247.63
334,Assistant Law Librarian,2012,117638.92,117638.92,117638.92,117638.92,,117638.92,117638.92
335,Assistant Law Librarian,2013,123024.41,123024.41,123024.41,123024.41,,123024.41,123024.41
336,Assistant Law Librarian,2014,112193.74,7500.0,104693.74,56096.87,68726.3526428822,7500.0,56096.87
337,Assistant Power House Operator,2012,96446.41,46614.64,49831.77,48223.205,2274.854438958678,46614.64,48223.205
338,Assistant Power House Operator,2013,10037.26,10037.26,10037.26,10037.26,,10037.26,10037.26
339,Assistant Purchaser,2012,1157078.89,5203.0,72128.56,44503.034230769226,22440.499872810884,62816.05,55365.895000000004
340,Assistant Purchaser,2013,1379587.49,17308.54,74594.06,59982.06478260869,13814.002701897643,17308.54,66787.85
341,Assistant Purchaser,2014,1350254.03,2659.92,74298.25,58706.69695652174,19175.20652716712,2659.92,66513.02
342,Assistant Recreation Director,2012,3225.9500000000003,321.19,2904.76,1612.9750000000001,1826.8598666701287,321.19,1612.9750000000001
343,Assistant Recreation Director,2013,30913.99,0.0,9398.04,2208.142142857143,3603.5752625929676,0.0,0.0
344,Assistant Recreation Director,2014,23513.58,247.83,10720.73,3918.9300000000003,4031.212694418393,247.83,2978.2250000000004
345,Assistant Retirement Analyst,2012,1716702.74,57710.69,78402.17,71529.28083333334,4847.70122749896,63953.51,73351.03
346,Assistant Retirement Analyst,2013,1538536.37,31873.59,82484.31,73263.63666666667,13726.577996243399,78354.01,78530.87
347,Assistant Retirement Analyst,2014,1454133.64,22985.94,79052.01,72706.682,13362.864217774177,77908.01,77908.01999999999
348,Assistant Sheriff,2012,202060.51,17208.86,184851.65,101030.255,118541.35362603233,17208.86,101030.255
349,Assistant Sheriff,2013,187837.4,187837.4,187837.4,187837.4,,187837.4,187837.4
350,Assistant Sheriff,2014,195616.93,195616.93,195616.93,195616.93,,195616.93,195616.93
351,Assistant Storekeeper,2012,960013.11,3447.0,78941.78,50527.00578947368,20872.734628934864,3447.0,55478.61
352,Assistant Storekeeper,2013,1047398.88,4488.4,86552.78,47609.04,25248.9207561023,4488.4,54889.185
353,Assistant Storekeeper,2014,1088753.18,4751.57,108231.06,43550.127199999995,26275.229666227555,4751.57,45885.92
354,Assoc Engineer,2012,16436463.93,9228.32,183179.4,105361.94826923076,20311.967904808327,106912.0,106912.08
355,Assoc Engineer,2013,18507284.99,1191.28,172210.56,110162.4106547619,24097.000184886314,114386.0,114386.03
356,Assoc Engineer,2014,19728126.919999998,279.43,180067.02,107803.97224043714,24324.611115229585,113209.0,113209.01
357,"Assoc Musm Cnsrvt, AAM",2012,80115.8,80115.8,80115.8,80115.8,,80115.8,80115.8
358,"Assoc Musm Cnsrvt, AAM",2013,83376.0,83376.0,83376.0,83376.0,,83376.0,83376.0
359,"Assoc Musm Cnsrvt, AAM",2014,85155.39,85155.39,85155.39,85155.39,,85155.39,85155.39
360,Associate Museum Registrar,2012,103975.70000000001,47995.4,55980.3,51987.850000000006,5646.176937096467,47995.4,51987.850000000006
361,Associate Museum Registrar,2013,141309.23,15952.16,52717.6,35327.3075,15059.207539777508,15952.16,36319.735
362,Associate Museum Registrar,2014,201640.04,16549.85,54735.0,40328.008,16732.70190410891,16549.85,47954.02
363,Asst Chf Dist Atty's Invstgtor,2012,484684.21,120943.49,121853.54,121171.0525,454.9916726985154,120943.49,120943.59
364,Asst Chf Dist Atty's Invstgtor,2013,716061.6799999999,38082.31,144358.13,119343.61333333333,40190.288554053295,38082.31,133093.99
365,Asst Chf Dist Atty's Invstgtor,2014,517597.81,4907.82,128949.57,103519.562,55127.81801208733,4907.82,128074.48
366,"Asst Chf Prob Ofc, Juv Prob",2012,170847.04,170847.04,170847.04,170847.04,,170847.04,170847.04
367,Asst Chf Victim/Wit Invstgtor,2012,486095.22,47703.52,94231.51,81015.87,18269.53683860869,47703.52,89268.275
368,Asst Chf Victim/Wit Invstgtor,2013,573492.78,86319.32,100643.0,95582.13,6404.273585548946,86319.32,99229.57999999999
369,Asst Chf Victim/Wit Invstgtor,2014,579263.98,72725.39,98985.06,82751.99714285714,11351.072111199774,72725.39,78383.26
370,Asst Chf of Dept (Fire Dept),2012,1624048.9000000001,234795.82,315728.77,270674.8166666667,27311.90940754134,234795.82,266021.455
371,Asst Chf of Dept (Fire Dept),2013,1769080.06,247139.67,333888.32,294846.6766666667,31939.315345310468,247139.67,293447.805
372,Asst Chf of Dept (Fire Dept),2014,1678613.75,235275.6,329390.54,279768.9583333333,33310.6669603257,235275.6,282782.735
373,"Asst Chf, Bur Clm Invest&Admin",2012,141360.49,141360.49,141360.49,141360.49,,141360.49,141360.49
374,"Asst Chf, Bur Clm Invest&Admin",2013,147938.0,147938.0,147938.0,147938.0,,147938.0,147938.0
375,"Asst Clk, Board of Supervisors",2012,439539.24,79100.95,94495.92,87907.848,7238.5426002386785,79100.95,92077.8
376,"Asst Clk, Board of Supervisors",2013,394274.27999999997,91227.12,102211.06,98568.56999999999,5019.744362800423,91227.12,100418.04999999999
377,"Asst Clk, Board of Supervisors",2014,471231.3,78562.95,101620.97,94246.26,9234.145494004844,78562.95,97021.2
378,Asst Dir Clinical Svcs 2,2012,141457.64,141457.64,141457.64,141457.64,,141457.64,141457.64
379,Asst Dir of Clinical Svcs 1,2012,115917.06,115917.06,115917.06,115917.06,,115917.06,115917.06
380,Asst Dir of Clinical Svcs 1,2013,115802.58,115802.58,115802.58,115802.58,,115802.58,115802.58
381,Asst Dir of Clinical Svcs 1,2014,114616.05,114616.05,114616.05,114616.05,,114616.05,114616.05
382,"Asst Dir, Log Cabin Rnch",2012,87960.95,87960.95,87960.95,87960.95,,87960.95,87960.95
383,"Asst Dir, Log Cabin Rnch",2013,92047.54,92047.54,92047.54,92047.54,,92047.54,92047.54
384,"Asst Dir, Log Cabin Rnch",2014,96812.41,96812.41,96812.41,96812.41,,96812.41,96812.41
385,"Asst Director, Juvenile Hall",2012,34814.71,34814.71,34814.71,34814.71,,34814.71,34814.71
386,"Asst Director, Juvenile Hall",2013,36448.12,36448.12,36448.12,36448.12,,36448.12,36448.12
387,"Asst Director, Juvenile Hall",2014,111437.62,111437.62,111437.62,111437.62,,111437.62,111437.62
388,Asst Electronic Main Tech,2012,452144.14,10353.93,132595.97,64592.020000000004,44961.022350785126,10353.93,85566.14
389,Asst Electronic Main Tech,2013,296762.74,2332.13,103184.88,59352.547999999995,41242.21629356102,2332.13,64984.85
390,Asst Electronic Main Tech,2014,270013.53,11933.65,97642.44,45002.255000000005,41014.80106181511,11933.65,26817.135000000002
391,Asst Engr,2012,12967042.53,989.56,132587.1,84751.9119607843,17726.900127109097,91936.0,91936.0
392,Asst Engr,2013,14224448.59,0.0,141860.07,90601.58337579618,17549.090117764677,98339.5,98337.8
393,Asst Engr,2014,12595327.98,219.12,140474.05,83412.7680794702,25659.502669062156,97333.0,91970.01
394,Asst Forensic Toxicologist 1,2012,543229.65,22931.63,117037.93,90538.27500000001,33750.07057768072,22931.63,100815.015
395,Asst Forensic Toxicologist 1,2013,548755.53,36948.19,127484.89,91459.255,34697.05775552489,36948.19,107841.325
396,Asst Forensic Toxicologist 1,2014,507514.15,22933.99,121059.98,84585.69166666667,45005.84475154152,22933.99,106759.03
397,Asst General Services Manager,2012,343666.25,882.51,79972.2,57277.708333333336,30047.45201104308,882.51,71276.78
398,Asst General Services Manager,2013,321648.99,2252.0,81524.51,53608.165,30672.435140371064,2252.0,65829.87
399,Asst General Services Manager,2014,355171.32,59275.28,81776.71,71034.264,10515.547482215567,59275.28,72793.05
400,Asst Materials Coordinator,2012,861280.28,220.79,101502.22,71773.35666666667,36754.02401189447,220.79,91299.14
401,Asst Materials Coordinator,2013,1002998.86,26980.88,107959.17,91181.71454545454,22153.374288363553,26980.88,97802.91
402,Asst Materials Coordinator,2014,965172.99,68859.98,124430.48,96517.299,13512.949879508964,68859.98,96395.01000000001
403,Asst Med Examiner,2012,1058744.95,238110.93,284323.16,264686.2375,21336.20512473785,238110.93,268155.43
404,Asst Med Examiner,2013,657307.68,69925.8,335537.96,164326.92,117547.96187425371,69925.8,125921.95999999999
405,Asst Med Examiner,2014,1057834.54,38840.0,390111.98,264458.635,156480.8099209283,38840.0,314441.28
406,Asst Superintendent Rec,2012,106851.49,106851.49,106851.49,106851.49,,106851.49,106851.49
407,Asst Superintendent Rec,2013,114351.01,114351.01,114351.01,114351.01,,114351.01,114351.01
408,Asst Superintendent Rec,2014,111134.55,111134.55,111134.55,111134.55,,111134.55,111134.55
